,train,val,test
0,BRACS_1261,BRACS_1003713,BRACS_759
1,BRACS_1267,BRACS_1598,BRACS_3277
2,BRACS_1269,BRACS_1386,BRACS_1003675
3,BRACS_1296,BRACS_1981,BRACS_3292
4,BRACS_1378,BRACS_1851,BRACS_1924
5,BRACS_1385,BRACS_1942,BRACS_1833
6,BRACS_1401,BRACS_1839,BRACS_3272
7,BRACS_1403,BRACS_1966,BRACS_1605
8,BRACS_1405,BRACS_1986,BRACS_1620
9,BRACS_1507,BRACS_1003671,BRACS_1655
10,BRACS_1513,BRACS_1003710,BRACS_1964
11,BRACS_1579,BRACS_1669,BRACS_1879
12,BRACS_1584,BRACS_1324,BRACS_1322
13,BRACS_1585,BRACS_1832,BRACS_3336
14,BRACS_1601,BRACS_1259,BRACS_1772
15,BRACS_1614,BRACS_1845,BRACS_1634
16,BRACS_1632,BRACS_1967,BRACS_1948
17,BRACS_1641,BRACS_1321,BRACS_2000
18,BRACS_1645,BRACS_1873,BRACS_1834
19,BRACS_1658,BRACS_1295,BRACS_1617
20,BRACS_1820,BRACS_1917,BRACS_3284
21,BRACS_1855,BRACS_1946,BRACS_1621
22,BRACS_1973,BRACS_1596,BRACS_265
23,BRACS_1974,BRACS_1326,BRACS_1995
24,BRACS_1978,BRACS_1003661,BRACS_1997
25,BRACS_1979,BRACS_1858,BRACS_1941
26,BRACS_1998,BRACS_300,BRACS_3266
27,BRACS_3275,BRACS_1971,BRACS_1788
28,BRACS_3282,BRACS_1814,BRACS_1955
29,BRACS_3322,BRACS_1953,BRACS_1912
30,BRACS_1003714,BRACS_1589,BRACS_1271
31,BRACS_1003715,BRACS_1882,BRACS_1877
32,BRACS_1003716,BRACS_1797,BRACS_1228
33,BRACS_264,BRACS_1003691,BRACS_1932
34,BRACS_745,BRACS_1840,BRACS_1514
35,BRACS_758,BRACS_1835,BRACS_1923
36,BRACS_760,BRACS_1367,BRACS_1597
37,BRACS_761,BRACS_1496,BRACS_1490
38,BRACS_1240,BRACS_1935,BRACS_1970
39,BRACS_1241,BRACS_1921,BRACS_1003697
40,BRACS_1242,BRACS_1487,BRACS_3289
41,BRACS_1248,BRACS_740,BRACS_1284
42,BRACS_1249,BRACS_1293,BRACS_3323
43,BRACS_1251,BRACS_1830,BRACS_286
44,BRACS_1253,BRACS_1828,BRACS_305
45,BRACS_1255,BRACS_1478,BRACS_1003677
46,BRACS_1273,BRACS_754,BRACS_1652
47,BRACS_1274,BRACS_1361,BRACS_1831
48,BRACS_1275,BRACS_297,BRACS_1362
49,BRACS_1276,BRACS_1635,BRACS_298
50,BRACS_1318,BRACS_1288,BRACS_1908
51,BRACS_1320,BRACS_1286,BRACS_1580
52,BRACS_1325,BRACS_1413,BRACS_734
53,BRACS_1327,,
54,BRACS_1329,,
55,BRACS_1330,,
56,BRACS_1336,,
57,BRACS_1338,,
58,BRACS_1370,,
59,BRACS_1408,,
60,BRACS_1412,,
61,BRACS_1423,,
62,BRACS_1424,,
63,BRACS_1480,,
64,BRACS_1483,,
65,BRACS_1485,,
66,BRACS_1493,,
67,BRACS_1508,,
68,BRACS_1511,,
69,BRACS_1582,,
70,BRACS_1583,,
71,BRACS_1603,,
72,BRACS_1608,,
73,BRACS_1612,,
74,BRACS_1631,,
75,BRACS_1633,,
76,BRACS_1640,,
77,BRACS_1656,,
78,BRACS_1659,,
79,BRACS_1660,,
80,BRACS_1661,,
81,BRACS_1664,,
82,BRACS_1665,,
83,BRACS_1666,,
84,BRACS_1668,,
85,BRACS_1779,,
86,BRACS_1784,,
87,BRACS_1796,,
88,BRACS_1841,,
89,BRACS_1842,,
90,BRACS_1843,,
91,BRACS_1846,,
92,BRACS_1847,,
93,BRACS_1850,,
94,BRACS_1852,,
95,BRACS_1866,,
96,BRACS_1869,,
97,BRACS_1870,,
98,BRACS_1880,,
99,BRACS_1890,,
100,BRACS_1893,,
101,BRACS_1900,,
102,BRACS_1901,,
103,BRACS_1902,,
104,BRACS_1904,,
105,BRACS_1905,,
106,BRACS_1906,,
107,BRACS_1940,,
108,BRACS_1960,,
109,BRACS_1961,,
110,BRACS_1962,,
111,BRACS_1965,,
