,train,val,test
0,BRACS_759,BRACS_1645,BRACS_3275
1,BRACS_1261,BRACS_1584,BRACS_3322
2,BRACS_1267,BRACS_1978,BRACS_1507
3,BRACS_1269,BRACS_1385,BRACS_1403
4,BRACS_1296,BRACS_1003730,BRACS_1320
5,BRACS_1378,BRACS_1249,BRACS_1003706
6,BRACS_1386,BRACS_1605,BRACS_1839
7,BRACS_1401,BRACS_1251,BRACS_1003734
8,BRACS_1405,BRACS_1842,BRACS_1423
9,BRACS_1513,BRACS_1003668,BRACS_1493
10,BRACS_1579,BRACS_1980,BRACS_1904
11,BRACS_1585,BRACS_1424,BRACS_1483
12,BRACS_1598,BRACS_1833,BRACS_760
13,BRACS_1601,BRACS_1608,BRACS_1661
14,BRACS_1614,BRACS_1924,BRACS_1905
15,BRACS_1632,BRACS_1480,BRACS_1866
16,BRACS_1641,BRACS_1669,BRACS_1634
17,BRACS_1658,BRACS_1942,BRACS_264
18,BRACS_1820,BRACS_1594,BRACS_1848
19,BRACS_1855,BRACS_1780,BRACS_3278
20,BRACS_1973,BRACS_1837,BRACS_1495
21,BRACS_1974,BRACS_1667,BRACS_1609
22,BRACS_1979,BRACS_1957,BRACS_1996
23,BRACS_1981,BRACS_1946,BRACS_1416
24,BRACS_1998,BRACS_1619,BRACS_1952
25,BRACS_3277,BRACS_1775,BRACS_1954
26,BRACS_3282,BRACS_1773,BRACS_3266
27,BRACS_3292,BRACS_1838,BRACS_1955
28,BRACS_1003675,BRACS_743,BRACS_1778
29,BRACS_1003713,BRACS_1911,BRACS_1953
30,BRACS_1003714,BRACS_1932,BRACS_1622
31,BRACS_1003715,BRACS_1915,BRACS_1969
32,BRACS_1003716,BRACS_1856,BRACS_3318
33,BRACS_745,BRACS_1003691,BRACS_1882
34,BRACS_758,BRACS_1947,BRACS_762
35,BRACS_761,BRACS_1897,BRACS_1862
36,BRACS_1240,BRACS_1476,BRACS_1919
37,BRACS_1241,BRACS_1999,BRACS_1496
38,BRACS_1242,BRACS_1588,BRACS_1840
39,BRACS_1248,BRACS_1367,BRACS_1509
40,BRACS_1253,BRACS_1289,BRACS_1003699
41,BRACS_1255,BRACS_749,BRACS_288
42,BRACS_1259,BRACS_3293,BRACS_752
43,BRACS_1273,BRACS_1639,BRACS_1984
44,BRACS_1274,BRACS_756,BRACS_740
45,BRACS_1275,BRACS_1003703,BRACS_1003708
46,BRACS_1276,BRACS_1484,BRACS_1003722
47,BRACS_1318,BRACS_311,BRACS_1231
48,BRACS_1321,BRACS_1411,BRACS_1477
49,BRACS_1322,BRACS_301,BRACS_753
50,BRACS_1324,BRACS_1279,BRACS_1287
51,BRACS_1325,BRACS_1587,BRACS_1286
52,BRACS_1327,BRACS_305,BRACS_1580
53,BRACS_1329,,
54,BRACS_1330,,
55,BRACS_1336,,
56,BRACS_1338,,
57,BRACS_1370,,
58,BRACS_1408,,
59,BRACS_1412,,
60,BRACS_1485,,
61,BRACS_1508,,
62,BRACS_1511,,
63,BRACS_1582,,
64,BRACS_1583,,
65,BRACS_1603,,
66,BRACS_1612,,
67,BRACS_1620,,
68,BRACS_1631,,
69,BRACS_1633,,
70,BRACS_1640,,
71,BRACS_1655,,
72,BRACS_1656,,
73,BRACS_1659,,
74,BRACS_1660,,
75,BRACS_1664,,
76,BRACS_1665,,
77,BRACS_1666,,
78,BRACS_1668,,
79,BRACS_1772,,
80,BRACS_1779,,
81,BRACS_1784,,
82,BRACS_1796,,
83,BRACS_1832,,
84,BRACS_1841,,
85,BRACS_1843,,
86,BRACS_1845,,
87,BRACS_1846,,
88,BRACS_1847,,
89,BRACS_1850,,
90,BRACS_1851,,
91,BRACS_1852,,
92,BRACS_1869,,
93,BRACS_1870,,
94,BRACS_1879,,
95,BRACS_1880,,
96,BRACS_1890,,
97,BRACS_1893,,
98,BRACS_1900,,
99,BRACS_1901,,
100,BRACS_1902,,
101,BRACS_1906,,
102,BRACS_1940,,
103,BRACS_1948,,
104,BRACS_1960,,
105,BRACS_1961,,
106,BRACS_1962,,
107,BRACS_1964,,
108,BRACS_1965,,
109,BRACS_1966,,
110,BRACS_1967,,
111,BRACS_1972,,
112,BRACS_1986,,
113,BRACS_1988,,
114,BRACS_1989,,
115,BRACS_1994,,
116,BRACS_2000,,
117,BRACS_2002,,
118,BRACS_2004,,
119,BRACS_3268,,
120,BRACS_3269,,
121,BRACS_3270,,
122,BRACS_3271,,
123,BRACS_3272,,
124,BRACS_3274,,
125,BRACS_3276,,
126,BRACS_3279,,
127,BRACS_3281,,
128,BRACS_3283,,
129,BRACS_3295,,
130,BRACS_3296,,
131,BRACS_3298,,
132,BRACS_3309,,
133,BRACS_3311,,
