,train,val,test
0,TCGA-B6-A0RI-01,TCGA-OK-A5Q2-01,TCGA-A2-A1G1-01
1,TCGA-3C-AALK-01,TCGA-GM-A2D9-01,TCGA-BH-A0DG-01
2,TCGA-D8-A1JI-01,TCGA-BH-A0HQ-01,TCGA-D8-A1X6-01
3,TCGA-D8-A1JI-01,TCGA-A2-A0EM-01,TCGA-AO-A0J8-01
4,TCGA-AO-A0JJ-01,TCGA-BH-A1EU-01,TCGA-AO-A0J9-01
5,TCGA-D8-A1JT-01,TCGA-D8-A73X-01,TCGA-C8-A1HI-01
6,TCGA-D8-A1JT-01,TCGA-PE-A5DE-01,TCGA-D8-A1JS-01
7,TCGA-D8-A1XB-01,TCGA-EW-A1PG-01,TCGA-LD-A66U-01
8,TCGA-A2-A0CS-01,TCGA-A2-A0YI-01,TCGA-D8-A27T-01
9,TCGA-AQ-A0Y5-01,TCGA-A8-A09Z-01,TCGA-E2-A570-01
10,TCGA-C8-A275-01,TCGA-AC-A23E-01,TCGA-XX-A899-01
11,TCGA-BH-A0E7-01,TCGA-E9-A1N5-01,TCGA-C8-A133-01
12,TCGA-BH-A0HA-01,TCGA-D8-A73U-01,TCGA-BH-A1EX-01
13,TCGA-A7-A26H-01,TCGA-BH-A0EE-01,TCGA-D8-A3Z6-01
14,TCGA-A8-A08H-01,TCGA-EW-A1IY-01,TCGA-BH-A0HW-01
15,TCGA-E2-A15O-01,TCGA-E9-A1QZ-01,TCGA-D8-A1XV-01
16,TCGA-E2-A1IN-01,TCGA-OK-A5Q2-01,TCGA-A7-A0CD-01
17,TCGA-B6-A1KF-01,TCGA-A8-A06P-01,TCGA-B6-A1KI-01
18,TCGA-AO-A0JF-01,TCGA-B6-A0X0-01,TCGA-A2-A1G4-01
19,TCGA-A8-A091-01,TCGA-E9-A1R5-01,TCGA-OL-A6VQ-01
20,TCGA-BH-A18M-01,TCGA-OL-A5RV-01,TCGA-PE-A5DD-01
21,TCGA-AN-A0FN-01,TCGA-BH-A0EB-01,TCGA-BH-A28Q-01
22,TCGA-BH-A0BM-01,TCGA-B6-A0I5-01,TCGA-BH-A0H6-01
23,TCGA-BH-A18F-01,TCGA-D8-A27K-01,TCGA-A8-A099-01
24,TCGA-BH-A1FU-01,TCGA-C8-A12N-01,TCGA-BH-A2L8-01
25,TCGA-A2-A0EO-01,TCGA-BH-A0BT-01,TCGA-E2-A15L-01
26,TCGA-OK-A5Q2-01,TCGA-A2-A25C-01,TCGA-A8-A07F-01
27,TCGA-D8-A1X7-01,TCGA-AR-A2LM-01,TCGA-B6-A0WV-01
28,TCGA-E2-A1BC-01,TCGA-A8-A076-01,TCGA-D8-A145-01
29,TCGA-BH-A0W5-01,TCGA-Z7-A8R6-01,TCGA-GM-A2DK-01
30,TCGA-BH-A0HI-01,TCGA-BH-A202-01,TCGA-A8-A09G-01
31,TCGA-AR-A24R-01,TCGA-B6-A0RT-01,TCGA-AR-A1AS-01
32,TCGA-S3-A6ZH-01,TCGA-A2-A0YK-01,TCGA-D8-A1XC-01
33,TCGA-E9-A5UO-01,TCGA-AN-A0FD-01,TCGA-GM-A2DA-01
34,TCGA-E9-A1R0-01,TCGA-BH-A0BO-01,TCGA-E9-A1NE-01
35,TCGA-EW-A1PE-01,TCGA-AC-A62Y-01,TCGA-A8-A0A7-01
36,TCGA-BH-A0HP-01,TCGA-A7-A0CG-01,TCGA-E2-A1B5-01
37,TCGA-AR-A1AW-01,TCGA-A8-A096-01,TCGA-C8-A1HO-01
38,TCGA-E2-A15P-01,TCGA-AR-A5QQ-01,TCGA-AN-A0XS-01
39,TCGA-A2-A0YC-01,TCGA-AR-A24N-01,TCGA-B6-A0IK-01
40,TCGA-A8-A07Z-01,TCGA-C8-A12X-01,TCGA-AN-A0AK-01
41,TCGA-A2-A0ES-01,TCGA-C8-A273-01,TCGA-OL-A66J-01
42,TCGA-EW-A1J2-01,TCGA-D8-A1XM-01,TCGA-AN-A0FF-01
43,TCGA-OL-A66O-01,TCGA-E9-A1R6-01,TCGA-BH-A0BQ-01
44,TCGA-AC-A3YI-01,TCGA-B6-A0WT-01,TCGA-E2-A1LH-01
45,TCGA-D8-A3Z6-01,TCGA-AR-A255-01,TCGA-A2-A04R-01
46,TCGA-D8-A3Z6-01,TCGA-BH-A1F0-01,TCGA-B6-A0IB-01
47,TCGA-D8-A27I-01,TCGA-AR-A256-01,TCGA-BH-A0DX-01
48,TCGA-E2-A152-01,TCGA-A2-A1FV-01,TCGA-BH-A0DQ-01
49,TCGA-EW-A6SC-01,TCGA-C8-A278-01,TCGA-GM-A2DF-01
50,TCGA-AO-A12A-01,TCGA-BH-A0BW-01,TCGA-D8-A1JK-01
51,TCGA-AR-A24M-01,TCGA-AR-A24Z-01,TCGA-E2-A9RU-01
52,TCGA-E9-A24A-01,TCGA-A2-A4S3-01,TCGA-E2-A1IE-01
53,TCGA-A2-A0CV-01,TCGA-A8-A094-01,TCGA-BH-A1F8-01
54,TCGA-BH-A0B5-01,TCGA-D8-A1XF-01,TCGA-E2-A576-01
55,TCGA-A2-A1FX-01,TCGA-E2-A14P-01,TCGA-AN-A0XN-01
56,TCGA-A7-A0CH-01,TCGA-GM-A3XL-01,TCGA-OL-A5D7-01
57,TCGA-E9-A2JT-01,TCGA-A2-A1FW-01,TCGA-BH-A0BP-01
58,TCGA-OL-A5RU-01,TCGA-3C-AALJ-01,TCGA-A8-A08J-01
59,TCGA-A7-A5ZX-01,TCGA-E9-A243-01,TCGA-A2-A0YM-01
60,TCGA-E2-A1IL-01,TCGA-AN-A0FJ-01,TCGA-A1-A0SK-01
61,TCGA-E2-A1IG-01,TCGA-A2-A0YE-01,TCGA-EW-A1PH-01
62,TCGA-A1-A0SE-01,TCGA-A8-A079-01,TCGA-D8-A1JJ-01
63,TCGA-A2-A0EU-01,TCGA-BH-A0E0-01,TCGA-B6-A0I2-01
64,TCGA-OL-A5D6-01,TCGA-C8-A8HQ-01,TCGA-A8-A06Q-01
65,TCGA-E2-A1IK-01,TCGA-BH-A0B7-01,TCGA-AQ-A04H-01
66,TCGA-D8-A27P-01,TCGA-AN-A0FV-01,TCGA-UU-A93S-01
67,TCGA-XX-A89A-01,TCGA-D8-A1XT-01,TCGA-EW-A6SD-01
