,train,val,test
0,patient_000_node_0,patient_039_node_4,patient_001_node_3
1,patient_000_node_1,patient_008_node_3,patient_085_node_0
2,patient_000_node_2,patient_004_node_0,patient_044_node_2
3,patient_000_node_3,patient_054_node_2,patient_023_node_3
4,patient_001_node_0,patient_041_node_2,patient_015_node_3
5,patient_001_node_2,patient_068_node_3,patient_023_node_1
6,patient_001_node_4,patient_078_node_3,patient_057_node_2
7,patient_002_node_0,patient_055_node_1,patient_029_node_4
8,patient_002_node_1,patient_043_node_3,patient_077_node_3
9,patient_002_node_2,patient_096_node_1,patient_092_node_2
10,patient_002_node_4,patient_065_node_1,patient_088_node_0
11,patient_003_node_0,patient_064_node_1,patient_003_node_3
12,patient_004_node_1,patient_023_node_2,patient_002_node_3
13,patient_004_node_2,patient_000_node_4,patient_003_node_1
14,patient_004_node_3,patient_095_node_2,patient_012_node_3
15,patient_005_node_0,patient_040_node_3,patient_031_node_2
16,patient_005_node_1,patient_037_node_0,patient_047_node_3
17,patient_005_node_2,patient_058_node_4,patient_011_node_3
18,patient_006_node_3,patient_003_node_2,patient_013_node_1
19,patient_007_node_0,patient_028_node_4,patient_006_node_0
20,patient_007_node_1,patient_035_node_3,patient_060_node_4
21,patient_007_node_2,patient_078_node_0,patient_083_node_2
22,patient_007_node_3,patient_011_node_4,patient_049_node_0
23,patient_008_node_1,patient_063_node_1,patient_061_node_1
24,patient_008_node_2,patient_089_node_0,patient_076_node_0
25,patient_008_node_4,patient_086_node_1,patient_001_node_1
26,patient_009_node_2,patient_067_node_0,patient_003_node_4
27,patient_009_node_3,patient_006_node_1,patient_078_node_4
28,patient_009_node_4,patient_042_node_2,patient_056_node_3
29,patient_010_node_1,patient_012_node_1,patient_085_node_2
30,patient_010_node_2,patient_032_node_4,patient_085_node_4
31,patient_010_node_3,patient_079_node_3,patient_084_node_1
32,patient_011_node_1,patient_092_node_1,patient_012_node_0
33,patient_011_node_2,patient_018_node_3,patient_091_node_3
34,patient_012_node_2,patient_063_node_0,patient_052_node_0
35,patient_012_node_4,patient_039_node_0,patient_076_node_1
36,patient_013_node_0,patient_016_node_0,patient_080_node_2
37,patient_014_node_0,patient_019_node_3,patient_072_node_1
38,patient_014_node_1,patient_020_node_4,patient_051_node_0
39,patient_015_node_0,patient_014_node_2,patient_080_node_3
40,patient_016_node_2,patient_014_node_4,patient_092_node_0
41,patient_016_node_3,patient_020_node_1,patient_060_node_0
42,patient_016_node_4,patient_048_node_1,patient_033_node_3
43,patient_017_node_0,patient_028_node_1,patient_036_node_3
44,patient_018_node_0,patient_076_node_3,patient_017_node_4
45,patient_019_node_4,patient_038_node_2,patient_069_node_2
46,patient_020_node_0,patient_074_node_4,patient_010_node_4
47,patient_020_node_3,patient_029_node_2,patient_005_node_4
48,patient_021_node_2,patient_016_node_1,patient_024_node_2
49,patient_022_node_2,patient_005_node_3,patient_088_node_4
50,patient_022_node_3,patient_072_node_0,patient_024_node_4
51,patient_023_node_0,,
52,patient_023_node_4,,
53,patient_024_node_0,,
54,patient_024_node_3,,
55,patient_025_node_0,,
56,patient_025_node_1,,
57,patient_025_node_2,,
58,patient_025_node_3,,
59,patient_025_node_4,,
60,patient_027_node_1,,
61,patient_027_node_3,,
62,patient_030_node_0,,
63,patient_030_node_1,,
