,train,val,test
0,patient_000_node_2,patient_040_node_1,patient_045_node_2
1,patient_000_node_3,patient_036_node_1,patient_065_node_1
2,patient_000_node_4,patient_025_node_4,patient_061_node_0
3,patient_001_node_0,patient_042_node_1,patient_006_node_0
4,patient_001_node_1,patient_042_node_2,patient_083_node_2
5,patient_001_node_2,patient_077_node_1,patient_024_node_3
6,patient_001_node_3,patient_067_node_2,patient_048_node_4
7,patient_001_node_4,patient_030_node_0,patient_004_node_2
8,patient_002_node_0,patient_054_node_2,patient_083_node_1
9,patient_002_node_2,patient_085_node_0,patient_043_node_0
10,patient_002_node_3,patient_031_node_3,patient_068_node_0
11,patient_003_node_0,patient_070_node_2,patient_000_node_0
12,patient_003_node_1,patient_016_node_2,patient_008_node_4
13,patient_003_node_2,patient_030_node_3,patient_005_node_1
14,patient_003_node_4,patient_088_node_2,patient_079_node_1
15,patient_004_node_0,patient_073_node_2,patient_034_node_4
16,patient_004_node_1,patient_047_node_1,patient_073_node_4
17,patient_004_node_3,patient_031_node_1,patient_060_node_1
18,patient_005_node_0,patient_031_node_4,patient_056_node_4
19,patient_005_node_2,patient_043_node_4,patient_012_node_4
20,patient_006_node_1,patient_056_node_0,patient_018_node_0
21,patient_006_node_3,patient_090_node_3,patient_012_node_2
22,patient_007_node_0,patient_075_node_3,patient_068_node_2
23,patient_007_node_1,patient_032_node_2,patient_098_node_1
24,patient_007_node_2,patient_023_node_4,patient_002_node_4
25,patient_007_node_3,patient_077_node_3,patient_090_node_1
26,patient_008_node_1,patient_003_node_3,patient_087_node_2
27,patient_008_node_2,patient_058_node_2,patient_043_node_1
28,patient_008_node_3,patient_002_node_1,patient_053_node_2
29,patient_009_node_2,patient_065_node_3,patient_025_node_3
30,patient_009_node_3,patient_057_node_4,patient_000_node_1
31,patient_009_node_4,patient_057_node_3,patient_023_node_0
32,patient_010_node_1,patient_070_node_3,patient_092_node_3
33,patient_010_node_2,patient_045_node_0,patient_097_node_1
34,patient_010_node_3,patient_072_node_2,patient_095_node_0
35,patient_011_node_1,patient_063_node_3,patient_065_node_0
36,patient_011_node_2,patient_063_node_0,patient_039_node_0
37,patient_011_node_3,patient_099_node_4,patient_094_node_2
38,patient_011_node_4,patient_051_node_4,patient_092_node_1
39,patient_012_node_1,patient_093_node_4,patient_026_node_2
40,patient_012_node_3,patient_020_node_4,patient_096_node_3
41,patient_013_node_0,patient_018_node_1,patient_089_node_3
