,train,val,test
0,patient_000_node_1,patient_098_node_0,patient_016_node_2
1,patient_000_node_2,patient_031_node_4,patient_032_node_0
2,patient_000_node_3,patient_022_node_3,patient_070_node_0
3,patient_000_node_4,patient_079_node_1,patient_055_node_3
4,patient_001_node_0,patient_043_node_2,patient_085_node_4
5,patient_001_node_3,patient_090_node_0,patient_023_node_4
6,patient_001_node_4,patient_093_node_2,patient_000_node_0
7,patient_002_node_0,patient_060_node_2,patient_085_node_3
8,patient_002_node_1,patient_004_node_2,patient_081_node_0
9,patient_002_node_2,patient_053_node_2,patient_075_node_2
10,patient_002_node_4,patient_002_node_3,patient_060_node_1
11,patient_003_node_0,patient_079_node_4,patient_091_node_1
12,patient_003_node_1,patient_063_node_1,patient_084_node_1
13,patient_003_node_2,patient_077_node_0,patient_089_node_0
14,patient_003_node_3,patient_090_node_4,patient_059_node_1
15,patient_003_node_4,patient_013_node_0,patient_004_node_0
16,patient_004_node_1,patient_038_node_1,patient_035_node_0
17,patient_004_node_3,patient_073_node_2,patient_090_node_2
18,patient_005_node_1,patient_054_node_4,patient_099_node_3
19,patient_005_node_2,patient_014_node_1,patient_057_node_2
20,patient_006_node_0,patient_027_node_1,patient_040_node_0
21,patient_006_node_1,patient_065_node_3,patient_030_node_3
22,patient_006_node_3,patient_014_node_0,patient_054_node_3
23,patient_007_node_0,patient_082_node_0,patient_005_node_0
24,patient_007_node_1,patient_058_node_3,patient_055_node_2
25,patient_007_node_2,patient_046_node_2,patient_085_node_1
26,patient_007_node_3,patient_079_node_0,patient_050_node_0
27,patient_008_node_1,patient_001_node_1,patient_041_node_3
28,patient_008_node_2,patient_068_node_0,patient_079_node_2
29,patient_008_node_3,patient_082_node_3,patient_024_node_3
30,patient_008_node_4,patient_036_node_1,patient_099_node_1
31,patient_009_node_2,patient_001_node_2,patient_050_node_3
32,patient_009_node_3,patient_029_node_1,patient_014_node_2
33,patient_009_node_4,patient_096_node_4,patient_092_node_3
34,patient_010_node_1,patient_017_node_3,patient_045_node_0
35,patient_010_node_2,patient_077_node_4,patient_062_node_3
36,patient_010_node_3,patient_063_node_0,patient_075_node_4
37,patient_011_node_1,patient_062_node_2,patient_044_node_3
38,patient_011_node_2,patient_094_node_1,patient_063_node_4
39,patient_011_node_3,patient_029_node_3,patient_091_node_2
40,patient_011_node_4,patient_097_node_0,patient_092_node_0
41,patient_012_node_1,patient_081_node_2,patient_060_node_0
42,patient_012_node_2,patient_026_node_3,patient_022_node_1
43,patient_012_node_3,patient_072_node_4,patient_046_node_4
44,patient_012_node_4,patient_029_node_0,patient_033_node_2
45,patient_013_node_1,patient_081_node_1,patient_018_node_1
46,patient_015_node_0,patient_022_node_0,patient_088_node_1
47,patient_015_node_3,patient_005_node_3,patient_060_node_3
48,patient_016_node_3,patient_067_node_3,patient_041_node_0
49,patient_016_node_4,patient_068_node_4,patient_080_node_1
50,patient_017_node_0,patient_017_node_1,patient_006_node_4
51,patient_018_node_0,,
52,patient_019_node_4,,
53,patient_020_node_0,,
54,patient_020_node_3,,
55,patient_021_node_2,,
56,patient_022_node_2,,
57,patient_023_node_0,,
58,patient_023_node_1,,
59,patient_023_node_2,,
60,patient_023_node_3,,
61,patient_024_node_0,,
62,patient_025_node_0,,
63,patient_025_node_1,,
64,patient_025_node_2,,
65,patient_025_node_3,,
66,patient_025_node_4,,
67,patient_027_node_3,,
68,patient_028_node_4,,
69,patient_029_node_4,,
70,patient_030_node_0,,
71,patient_030_node_1,,
72,patient_030_node_2,,
73,patient_031_node_0,,
74,patient_031_node_1,,
75,patient_031_node_2,,
76,patient_031_node_3,,
77,patient_032_node_2,,
78,patient_032_node_3,,
79,patient_032_node_4,,
80,patient_033_node_0,,
81,patient_033_node_4,,
82,patient_034_node_0,,
83,patient_034_node_1,,
84,patient_034_node_2,,
85,patient_034_node_4,,
86,patient_035_node_1,,
87,patient_035_node_2,,
88,patient_035_node_3,,
89,patient_035_node_4,,
90,patient_036_node_0,,
91,patient_036_node_2,,
92,patient_036_node_4,,
93,patient_037_node_0,,
94,patient_037_node_2,,
95,patient_037_node_3,,
96,patient_037_node_4,,
97,patient_038_node_3,,
98,patient_039_node_2,,
99,patient_039_node_3,,
100,patient_039_node_4,,
101,patient_040_node_1,,
102,patient_040_node_3,,
103,patient_040_node_4,,
104,patient_041_node_1,,
105,patient_041_node_2,,
106,patient_041_node_4,,
107,patient_042_node_0,,
108,patient_042_node_1,,
109,patient_042_node_2,,
110,patient_042_node_4,,
111,patient_043_node_0,,
112,patient_043_node_1,,
113,patient_043_node_3,,
114,patient_043_node_4,,
115,patient_044_node_0,,
116,patient_044_node_1,,
117,patient_044_node_2,,
118,patient_045_node_2,,
119,patient_046_node_0,,
120,patient_046_node_1,,
121,patient_047_node_0,,
122,patient_047_node_1,,
123,patient_047_node_3,,
124,patient_047_node_4,,
125,patient_048_node_2,,
126,patient_048_node_3,,
127,patient_048_node_4,,
128,patient_049_node_0,,
129,patient_049_node_3,,
130,patient_049_node_4,,
131,patient_050_node_1,,
132,patient_050_node_2,,
133,patient_051_node_3,,
134,patient_052_node_4,,
135,patient_053_node_0,,
136,patient_053_node_1,,
137,patient_053_node_3,,
138,patient_053_node_4,,
139,patient_054_node_0,,
140,patient_054_node_1,,
141,patient_054_node_2,,
142,patient_055_node_0,,
143,patient_055_node_1,,
144,patient_055_node_4,,
145,patient_056_node_0,,
146,patient_056_node_1,,
147,patient_056_node_2,,
148,patient_056_node_3,,
149,patient_056_node_4,,
150,patient_057_node_0,,
151,patient_057_node_1,,
152,patient_057_node_3,,
153,patient_057_node_4,,
154,patient_058_node_0,,
155,patient_058_node_1,,
156,patient_058_node_2,,
157,patient_058_node_4,,
158,patient_059_node_0,,
159,patient_059_node_2,,
160,patient_059_node_3,,
161,patient_059_node_4,,
162,patient_060_node_4,,
163,patient_061_node_0,,
164,patient_061_node_1,,
165,patient_061_node_2,,
166,patient_061_node_3,,
167,patient_062_node_4,,
168,patient_064_node_1,,
169,patient_064_node_2,,
170,patient_064_node_4,,
171,patient_065_node_1,,
172,patient_065_node_2,,
173,patient_066_node_0,,
174,patient_066_node_1,,
175,patient_066_node_4,,
176,patient_067_node_0,,
177,patient_067_node_1,,
178,patient_067_node_2,,
179,patient_068_node_2,,
180,patient_068_node_3,,
181,patient_069_node_4,,
182,patient_070_node_1,,
183,patient_070_node_2,,
184,patient_070_node_4,,
185,patient_071_node_0,,
186,patient_071_node_1,,
187,patient_071_node_2,,
188,patient_071_node_3,,
189,patient_071_node_4,,
190,patient_072_node_3,,
191,patient_073_node_0,,
192,patient_073_node_4,,
193,patient_074_node_0,,
194,patient_074_node_1,,
195,patient_074_node_2,,
196,patient_074_node_3,,
197,patient_075_node_0,,
198,patient_075_node_1,,
199,patient_075_node_3,,
200,patient_076_node_0,,
201,patient_077_node_1,,
202,patient_077_node_3,,
203,patient_078_node_0,,
204,patient_078_node_1,,
205,patient_078_node_2,,
206,patient_078_node_3,,
207,patient_078_node_4,,
208,patient_079_node_3,,
209,patient_081_node_3,,
210,patient_082_node_1,,
211,patient_082_node_2,,
212,patient_082_node_4,,
213,patient_083_node_0,,
214,patient_083_node_1,,
215,patient_083_node_2,,
216,patient_083_node_3,,
217,patient_083_node_4,,
218,patient_084_node_0,,
219,patient_084_node_4,,
220,patient_085_node_0,,
221,patient_085_node_2,,
222,patient_086_node_1,,
223,patient_086_node_2,,
224,patient_086_node_3,,
225,patient_087_node_2,,
226,patient_087_node_3,,
227,patient_087_node_4,,
228,patient_088_node_0,,
229,patient_088_node_2,,
230,patient_088_node_3,,
231,patient_089_node_1,,
232,patient_089_node_2,,
233,patient_089_node_4,,
234,patient_090_node_1,,
